NIMSPContributorID	NIMSPContributorName	CRPOrgID	CRPOrgName	NIMSPTotalDollars	CRPTotalDollars	CombinedTotalDollars	NIMSPIndustryName
7757	MEREDITH CORP	D000027538	Meredith Corp	35460	70262	105722	Printing & Publishing
10533	BRAINERD FOUNDATION	D000044693	Brainerd Foundation	103400	2250	105650	Pro-Environmental Policy
1226	HENSEL PHELPS CONSTRUCTION	D000034428	Hensel Phelps Construction	31050	74550	105600	General Contractors
12668	H-TECH PAC			105600	0	105600	Lawyers & Lobbyists
0		D000031864	Beal Bank	0	105600	105600	Savings & Loans
0		D000030157	Stryker Corp	0	105575	105575	Pharmaceuticals & Health Products
15833	SCOTTS CO	D000028952	Scotts Miracle-Gro	45750	59800	105550	Agricultural Services & Products
4073	MISSOURI STATE MEDICAL ASSOCIATION			105545	0	105545	Health Professionals
0		D000023692	21st Century Systems	0	105501	105501	Miscellaneous Defense
13662	LEON ADVERTISING & PUBLIC RELATIONS			105500	0	105500	Business Services
1671	MCGRAW-HILL COMPANIES	D000035733	McGraw-Hill Companies	12885	92609	105494	Printing & Publishing
6687	EMPIRE DISTRICT ELECTRIC CO	D000025676	Empire District Electric	102290	3200	105490	Electric Utilities
0		D000032314	Capitol Tax Partners	0	105450	105450	Lawyers & Lobbyists
0		D000035825	Metro Bank Group	0	105350	105350	Banks & Lending Institutions
14923	PARKWAY CORP	D000036524	Parkway Corp	58750	46586	105336	Real Estate
11576	DCP MIDSTREAM	D000044786	DCP Midstream	99225	6101	105326	Oil & Gas
5215	INDIANA CREDIT UNION LEAGUE	D000018501	INDIANA CREDIT UNION LEAGUE	105300	0	105300	Credit Unions
13749	LOREN HERSHEY ESQ			105300	0	105300	Lawyers & Lobbyists
0		D000022017	Harbour Group Industries	0	105275	105275	Miscellaneous Manufacturing & Distributing
0		D000034555	Howard Hughes Medical Institute	0	105270	105270	Education
0		D000033789	Frank Crystal & Co	0	105262	105262	Insurance
312	BARR LABORATORIES	D000031818	Barr Laboratories	27357.07	77900	105257.07	Pharmaceuticals & Health Products
12447	GIBBS, CITIZENS FOR BOB			105250	0	105250	Candidate Committees
0		D000031345	AEPCO Inc	0	105250	105250	Miscellaneous Defense
11720	DISTRICT 36 DEMOCRATIC CLUB			105200	0	105200	Party Committees
1596	MACFARLANE PARTNERS	D000035531	Macfarlane Partners	1300	103869	105169	Real Estate
0		D000032437	Centaurus Energy	0	105157	105157	Miscellaneous Energy
0		D000031933	Bernstein Companies	0	105150	105150	Lodging & Tourism
0		D000034148	Grain Communications Group	0	105059	105059	Telecom Services & Equipment
12826	HIGGINS FOR CONGRESS	D000032114	Brian Higgins for Congress	20000	85000	105000	Candidate Committees
3174	AUTOMOBILE DEALERS ASSOCIATION OF ALABAMA			105000	0	105000	Automotive
11715	DIRECT GENERAL INSURANCE CO			105000	0	105000	Insurance
13004	HUMBOLDT COUNTY DEMOCRATIC CENTRAL CMTE			105000	0	105000	Party Committees
15926	SHERIFFS COMMAND ASSOCIATION			105000	0	105000	Civil Servants/Public Officials
0		D000024339	Bi-County PAC	0	105000	105000	Pro-Israel
0		D000032309	Capitol Hill Strategies	0	104900	104900	Lawyers & Lobbyists
4136	NEW YORK STATE SOCIETY OF CPAS	D000045048	New York State Society of CPAs	104397	500	104897	Accountants
10931	CARTER, FRIENDS OF WILMER			104770.35	0	104770.35	Candidate Committees
0		D000037547	Shout! Factory	0	104697	104697	Recorded Music Production
10506	BORROR FOR STATE REPRESENTATIVE			104673.15	0	104673.15	Candidate Committees
5982	BEIRNE MAYNARD & PARSONS	D000044678	Beirne, Maynard & Parsons	90950	13700	104650	Lawyers & Lobbyists
17300	CHICAGOLAND CHAMBER OF COMMERCE	D000044745	Chicagoland Chamber of Commerce	101900	2700	104600	Business Associations
11662	DEPASQUALE FOR THE 95TH			104600	0	104600	Candidate Committees
0		D000037584	Silver Point Capital	0	104600	104600	Securities & Investment
4416	LOS ANGELES COUNTY PROFESSIONAL PEACE OFFICERS			104550	0	104550	Public Sector Unions
13115	INDEPENDENCE BLUE CROSS	D000018496	INDEPENDENCE BLUE CROSS	104540	0	104540	Insurance
1205	HAYNIE & ASSOCIATES	D000034367	Haynie & Assoc	77835.96	26700	104535.96	Accountants
15484	RESORT CONDOMINIUMS INTERNATIONAL			104500	0	104500	Real Estate
0		D000023910	American Ambulance Assn	0	104500	104500	Health Services
0		D000027687	Moderate Victory Fund                   	0	104500	104500	Leadership PACs
0		D000027805	National Assn of Spine Specialists	0	104500	104500	Health Professionals
16249	STRONGWELL	D000030156	Strongwell Corp	50500	53950	104450	Miscellaneous Manufacturing & Distributing
0		D000037479	Sensormatic Security	0	104450	104450	Business Services
0		D000031545	Anderson Group	0	104449	104449	Securities & Investment
8668	REPUBLICAN CMTE OF SCHUYLKILL COUNTY			104440	0	104440	Party Committees
13916	MARBOB ENERGY	D000035600	Marbob Energy	63000	41400	104400	Oil & Gas
0		D000034936	Jorden Burt LLP	0	104269	104269	Lawyers & Lobbyists
11995	ESPICH FOR STATE REP, JEFFREY K			104264.53	0	104264.53	Candidate Committees
13307	JOHNSON & BLANTON	D000044944	Johnson & Blanton	101261.02	3000	104261.02	Lawyers & Lobbyists
0		D000030819	Vertex Pharmaceuticals	0	104252	104252	Pharmaceuticals & Health Products
2306	SANDERSVILLE RAILROAD	D000037362	Sandersville Railroad	25550	78650	104200	Railroads
0		D000024008	American Soc Cataract/Refractive Surgery	0	104192	104192	Health Professionals
0		D000034770	J Crew Group	0	104190	104190	Retail Sales
7278	JACK LAWTON INC	D000034780	Jack Lawton Inc	20000	84150	104150	Oil & Gas
0		D000026241	Godaddy.com	0	104150	104150	Uncoded
1867	NAVIGANT CONSULTING	D000036136	Navigant Consulting	6918.33	97200	104118.33	Business Services
3382	BUSINESS COUNCIL OF NEW YORK STATE			104075	0	104075	Business Associations
1563	LOEB & LOEB	D000035429	Loeb & Loeb	17380	86635	104015	Lawyers & Lobbyists
0		D000025918	Freedom & Security PAC	0	104000	104000	Leadership PACs
0		D000032088	Brady for Congress	0	104000	104000	Candidate Committees
0		D000035538	Macks & Macks	0	104000	104000	Real Estate
7012	HARBERT MANAGEMENT CORP	D000034309	Harbert Management	20000	83950	103950	Securities & Investment
2256	ROMANUCCI & BLANDIN	D000037208	Romanucci & Blandin	5687	98250	103937	Lawyers & Lobbyists
0		D000032244	Calvin College	0	103900	103900	Education
8131	NEW JERSEY PSYCHOLOGICAL ASSOCIATION			103850	0	103850	Health Professionals
0		D000034481	Hinkle & Foran	0	103817	103817	Lawyers & Lobbyists
0		D000033287	Driehaus for Congress	0	103790	103790	Candidate Committees
0		D000037135	Riverside National Bank	0	103750	103750	Banks & Lending Institutions
4053	INDIANA MANUFACTURERS ASSOCIATION	D000026607	Indiana Manufacturers Assn	102275	1450	103725	Miscellaneous Manufacturing & Distributing
0		D000030267	Tailwind Capital	0	103700	103700	Securities & Investment
0		D000030554	True Manufacturing	0	103700	103700	Miscellaneous Manufacturing & Distributing
1081	GENCORP INC	D000026174	GenCorp Inc	2950	100700	103650	Defense Aerospace
12126	FISHER FOR ASSEMBLY			103609.68	0	103609.68	Candidate Committees
12251	FOREVER LIVING PRODUCTS	D000044849	Forever Living Products	100100	3500	103600	Pharmaceuticals & Health Products
6875	GANNETT FLEMING	D000026157	Gannett Fleming Inc	85100	18475	103575	Construction Services
11039	CHICAGOLAND SPEEDWAY			103500	0	103500	Recreation & Live Entertainment
12940	HOSPITALS INSURANCE CO INC			103500	0	103500	Insurance
15882	SENATE REPUBLICAN CAMPAIGN CMTE OF SOUTH DAKOTA			103500	0	103500	Party Committees
0		D000027807	National Assn of Truck Stop Operators	0	103500	103500	Trucking
0		D000030547	Triumvirate Environmental	0	103500	103500	Waste Management
0		D000031642	Arthur M Blank Family Foundation	0	103484	103484	Nonprofit Institutions
27	AD SEENO CONSTRUCTION	D000031304	AD Seeno Construction	250	103200	103450	Home Builders
783	DEMOCRATS FOR THE FUTURE	D000025449	Democrats for the Future	3500	99935	103435	Leadership PACs
3211	NEW YORK BANKERS ASSOCIATION	D000020836	NEW YORK BANKERS ASSOC	103300	0	103300	Commercial Banks
16887	VIRGINIA SOCIETY OF ANESTHESIOLOGISTS			103250	0	103250	Health Professionals
2405	SMITH DAWSON & ANDREWS	D000037637	Smith, Dawson & Andrews	2100	101138	103238	Lawyers & Lobbyists
15594	ROEM DEVELOPMENT CORP	D000045147	Roem Development	83605.52	19600	103205.52	Real Estate
16016	SMYTH FOR ASSEMBLY 2008, CAMERON			103200	0	103200	Candidate Committees
0		D000030301	Teaco Energy	0	103200	103200	Oil & Gas
0		D000031390	Alexander & Assoc	0	103200	103200	Business Services
0		D000031584	Apple REIT Companies	0	103200	103200	Real Estate
7743	MEDICAL LIABILITY MUTUAL INSURANCE CO			103196.56	0	103196.56	Insurance
240	ARROWHEAD CREDIT UNION	D000024138	Arrowhead Credit Union	74875	28239	103114	Credit Unions
4628	SWINOMISH TRIBAL COMMUNITY	D000030235	Swinomish Indian Tribal Community	65800	37300	103100	Tribal Governments
0		D000033352	Easton Group                            	0	103100	103100	Real Estate
2618	TODAY NEWSPAPERS	D000030447	Today Newspapers	49000	54064	103064	Printing & Publishing
0		D000026506	Homecare & Hospice PAC	0	103050	103050	Health Services
13493	KOS PHARMACEUTICALS	D000044957	Kos Pharmaceuticals	94000	8950	102950	Pharmaceuticals & Health Products
0		D000030139	Strategic Analysis Inc	0	102850	102850	Business Services
15747	SANDY HOOK PILOTS	D000045162	Sandy Hook Pilots Assn	102570	250	102820	Sea Transport
1779	MOUNT SINAI MEDICAL CENTER	D000027735	Mount Sinai Medical Center	950	101860	102810	Hospitals & Nursing Homes
0		D000032900	Cottrell Circle C Ranch	0	102808	102808	Livestock
5325	NEW YORK STATE CREDIT UNION LEAGUE	D000018717	NEW YORK STATE CREDIT UNION LEAGUE	102805	0	102805	Credit Unions
0		D000034930	Jones International	0	102800	102800	TV & Movie Production/Distribution
0		D000034024	Gephardt & Assoc	0	102765	102765	Business Services
0		D000029147	SpaceX	0	102750	102750	Air Transport
948	FABIANI & CO	D000033561	Fabiani & Co	1310	101304	102614	Lawyers & Lobbyists
17306	KANSAS CHAMBER OF COMMERCE & INDUSTRY			102610.5	0	102610.5	Business Associations
12389	GAYMAN FOR IOWA, ELESHA			102601	0	102601	Candidate Committees
15809	SCHNEIDERMAN, FRIENDS OF 			102600	0	102600	Candidate Committees
15635	ROVNER, FRIENDS OF STEVEN			102500	0	102500	Candidate Committees
0		D000024502	Buckeye Liberty PAC	0	102500	102500	Leadership PACs
15530	RIGGS ABNEY NEAL TURPEN ORBISON & LEWIS	D000037120	Riggs, Abney et al	60054.4	42350	102404.4	Lawyers & Lobbyists
16986	WASHINGTON INDIAN GAMING ASSOCIATION			102370	0	102370	Gambling & Casinos
12725	HARRIS FARMS	D000034332	Harris Farms	23415	78950	102365	Crop Production & Basic Processing
0		D000000484	National League of Postmasters	0	102350	102350	Public Sector Unions
0		D000036713	Pittsburgh Steelers	0	102333	102333	Recreation & Live Entertainment
12078	FEINBERG SHOPP ASSOCIATES			102300	0	102300	Lawyers & Lobbyists
0		D000034642	Imowitz, Koenig & Co	0	102299	102299	Accountants
8476	PILOTS ASSOCIATION FOR BAY & RIVER DELAWARE			102265	0	102265	Transportation Unions
0		D000031737	Avista Capital Partners	0	102225	102225	Securities & Investment
2486	STOLL KEENON & OGDEN	D000029238	Stoll, Keenon & Ogden	48230	53990	102220	Lawyers & Lobbyists
3249	INTERNATIONAL UNION OF POLICE ASSOCIATIONS			102200	0	102200	Public Sector Unions
0		D000023996	American Public Power Assn	0	102200	102200	Electric Utilities
0		D000031672	Astrale e Terra Winery	0	102150	102150	Beer, Wine & Liquor
0		D000034992	Kanders & Co	0	102100	102100	Finance & Credit Companies
0		D000031091	Willis Stein & Partners	0	102085	102085	Securities & Investment
12933	HORIZONS FOUNDATION	D000044908	Horizons Foundation	101810	250	102060	Gay/Lesbian Rights & Issues
3119	ILLINOIS ASPHALT PAVEMENT ASSOCIATION			102000	0	102000	General Contractors
10571	BRIGGS FOR STATE REPRESENATIVE, TIM			102000	0	102000	Candidate Committees
15230	PRO BUSINESS PAC			102000	0	102000	Business Associations
0		D000029055	Silver State 21st Century PAC	0	102000	102000	Leadership PACs
0		D000028895	Sandler, Travis & Rosenberg	0	101962	101962	Lawyers & Lobbyists
2873	WILMINGTON TRUST CO	D000029874	Wilmington Trust Co	40539.29	61422	101961.29	Miscellaneous Finance, Insurance & Real Estate
0		D000037196	Rogers & Hardin	0	101951	101951	Lawyers & Lobbyists
11777	DP FOX VENTURES	D000033264	DP Fox Ventures	91650	10300	101950	Automotive
13657	LENDERS & MEMBERS SERVICE GROUP	D000035334	Lenders & Members Service Group	55500	46450	101950	Securities & Investment
14855	OXFORD DEVELOPMENT CORP	D000036446	Oxford Development	69669.1	32274	101943.1	Real Estate
0		D000032118	Brickpath LLC	0	101942	101942	Printing & Publishing
17122	WIGGINS 2010, FRIENDS OF PAT			101850	0	101850	Candidate Committees
0		D000030326	Temple Beth Shalom	0	101850	101850	Clergy
0		D000031917	Berg Holdings	0	101850	101850	Miscellaneous Finance
2341	SELECT MILK PRODUCERS	D000028978	Select Milk Producers Inc	55500	46300	101800	Dairy
13088	ILLINOIS PODIATRIC MEDICAL ASSOCIATION			101750	0	101750	Health Professionals
16851	VIRGINIA BEVERAGE ASSOCIATION			101750	0	101750	Beer, Wine & Liquor
0		D000032653	Clayton, Dubilier & Rice	0	101734	101734	Securities & Investment
12464	GIRARD CAPITAL			101720	0	101720	Securities & Investment
14716	OHIOS 17 STAR PAC	D000022167	Ohio's 17 Star PAC	39200	62500	101700	Leadership PACs
0		D000030947	Weave Corp	0	101674	101674	Miscellaneous Manufacturing & Distributing
0		D000032014	Boar's Head Provisions	0	101600	101600	Food Processing & Sales
17201	WOMENS INVESTMENT NETWORK			101500	0	101500	Women's Issues
0		D000021999	Fulcrum Investments	0	101500	101500	Securities & Investment
0		D000027591	Mid Manhattan PAC	0	101500	101500	Pro-Israel
0		D000032599	Citizens for Tom Petri	0	101500	101500	Candidate Committees
0		D000037789	State of Arkansas	0	101473	101473	Civil Servants/Public Officials
0		D000038702	Aspect Resources	0	101400	101400	Miscellaneous Finance
3061	ALABAMA STATE EMPLOYEES ASSOCIATION			101350	0	101350	Public Sector Unions
12534	GORMLEY FOR SENATE			101316	0	101316	Candidate Committees
11314	CONLIN PROPERTIES	D000044770	Conlin Properties	76100	25200	101300	Real Estate
0		D000036651	Petroleum Strategies Inc	0	101300	101300	Oil & Gas
0		D000037600	Simons Foundation	0	101300	101300	Nonprofit Institutions
13632	LEAGUE OF NEBRASKA MUNICIPALITIES			101296.81	0	101296.81	Other/Single Issue Groups
0		D000030988	West Group Management	0	101290	101290	Real Estate
12472	GL HOMES OF FLORIDA	D000044871	GL Homes of Florida	101000	250	101250	Home Builders
0		D000037430	Scoggin Capital Management	0	101250	101250	Securities & Investment
12652	GUND INVESTMENT CORP	D000034242	Gund Investment Corp	15000	86200	101200	Securities & Investment
15705	SALDANA FOR STATE ASSEMBLY 2008	D000045158	Saldana for State Assembly 2008	91200	10000	101200	Candidate Committees
6727	FAIRVIEW INSURANCE AGENCY ASSOCIATES	D000033573	Fairview Insurance Agency	25400	75782	101182	Insurance
0		D000043200	McEvoy Ranch	0	101150	101150	Livestock
0		D000031028	Whatley, Drake & Kallas	0	101107	101107	Lawyers & Lobbyists
957	FARELLA BRAUN & MARTEL	D000033590	Farella, Braun & Martel	2600	98500	101100	Lawyers & Lobbyists
0		D000032630	CJ Strategies	0	101100	101100	Lawyers & Lobbyists
0		D000033261	Downey McGrath Group	0	101016	101016	Lawyers & Lobbyists
12817	HERNANDEZ DEMOCRAT FOR ASSEMBLY 2008, ED			101000	0	101000	Candidate Committees
13917	MARCELLINO, FRIENDS OF CARL L			101000	0	101000	Candidate Committees
14483	NEW LEADERSHIP VIRGINIA FUND			101000	0	101000	Leadership PACs
0		D000022114	Midnight Sun	0	101000	101000	Leadership PACs
9984	AMERICAN WATER	D000031514	American Water Works	51275.31	49700	100975.31	Water Utilities
0		D000035085	Khronos LLC	0	100900	100900	Securities & Investment
8616	PYRAMID CONSTRUCTION	D000036889	Pyramid Construction	9475	91400	100875	General Contractors
0		D000031405	Allen & Overy	0	100820	100820	Lawyers & Lobbyists
0		D000032025	Bob Roggio for Congress Cmte	0	100752	100752	Candidate Committees
14824	OREILLY PUBLIC RELATIONS	D000045075	O'Reilly Public Relations	65800	34950	100750	Lawyers & Lobbyists
0		D000034516	Holmes Investments	0	100729	100729	Miscellaneous Finance
11420	COX 5200 CLUB			100700	0	100700	Leadership PACs
16137	STACK, CMTE TO REELECT MIKE			100700	0	100700	Candidate Committees
11611	DELAWARE REPUBLICAN PARTY	D000028634	DELAWARE REPUBLICAN PARTY	100670	0	100670	Party Committees
11967	EPIC RX			100655	0	100655	Retail Sales
0		D000035700	McAllen Anesthesia Consultants	0	100650	100650	Health Professionals
1128	GOLDEN GAMING	D000034107	Golden Gaming	29500	71100	100600	Gambling & Casinos
0		D000030694	University of Tennessee	0	100573	100573	Education
11404	COUNTRY MUTUAL INSURANCE CO			100564	0	100564	Insurance
7112	HOME BUILDERS ASSOCIATION OF TENNESSEE			100550	0	100550	Home Builders
0		D000033855	Friends of Hillary	0	100550	100550	Liberal Policy Organization
12509	GOOD GOVERNMENT FUND			100500	0	100500	Other/Single Issue Groups
0		D000025212	Curtiss-Wright Corp	0	100500	100500	Air Transport
12557	GRAND TRUNK WESTERN RAILROAD	D000026277	Grand Trunk Western-Illinois Central RR	70449	30050	100499	Railroads
5862	ARKANSAS TRIAL LAWYERS ASSOCIATION			100495	0	100495	Lawyers & Lobbyists
10864	CAPEHART & SCATCHARD	D000044728	Capehart & Scatchard	90200	10269	100469	Lawyers & Lobbyists
13499	KRAUSE GENTLE CORP	D000035183	Krause Gentle Corp	89300	11100	100400	Oil & Gas
0		D000027954	New House PAC	0	100400	100400	Liberal Policy Organization
16251	STRUYK, CITIZENS FOR			100365	0	100365	Candidate Committees
11528	DANIELS FOR STATE REP			100340	0	100340	Candidate Committees
0		D000037324	Sacramento Street Partners	0	100332	100332	Miscellaneous Finance
15404	RED HILLS VENTURES	D000037003	Redhills Ventures	32025	68300	100325	Securities & Investment
14637	NORTHERN VIRGINIA TECHNOLOGY COUNCIL	D000045058	Northern Virginia Technology Council	100000	300	100300	Computer Equipment & Services
0		D000032470	Century Plumbing	0	100300	100300	Special Trade Contractors
0		D000032938	Credit Renaissance Partners	0	100300	100300	Securities & Investment
7573	LOUISIANA ACADEMY OF MEDICAL PSYCHOLOGISTS			100274.71	0	100274.71	Health Professionals
